aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
EGE,UA,122,21.75,18.32,0.8,-3.11,4
EKO,OO,86,-5.29,-11.22,0.0,0.0,1
ELM,G4,65,9.0,5.22,1.5,-8.45,1
ELM,OO,194,20.24,15.42,0.0,2.79,2
ELP,AA,668,13.25,10.97,2.1,4.34,7
ELP,DL,165,4.39,-2.68,1.2,-4.52,2
ELP,F9,166,14.87,11.48,3.6,5.96,8
ELP,G4,21,18.38,16.0,0.0,9.47,9
ELP,MQ,406,8.51,6.31,1.2,-0.4,6
ELP,OO,597,7.25,4.31,0.7,-1.66,4
ELP,UA,66,4.98,-2.05,1.5,-3.93,3
ELP,WN,2224,8.12,2.45,0.7,-0.79,5
ELP,YX,13,-2.27,-7.27,15.4,-11.18,1
ESC,OO,153,6.53,3.53,0.7,0.0,1
EUG,AA,185,14.65,10.29,2.7,4.87,6
EUG,AS,63,11.07,11.39,3.2,1.29,5
EUG,G4,82,37.94,35.56,1.2,28.16,7
EUG,MQ,5,-1.2,-17.0,0.0,-10.98,1
EUG,OO,634,6.62,2.5,1.1,-3.16,2
EUG,UA,344,9.49,4.27,2.0,-0.29,4
EUG,WN,414,7.01,-0.32,3.4,-2.77,3
EVV,9E,168,1.47,-4.05,1.2,-7.41,1
EVV,DL,7,5.57,0.0,0.0,-3.31,3
EVV,G4,54,35.33,26.1,5.6,26.45,5
EVV,MQ,162,2.89,-1.29,0.6,-5.99,2
EVV,OH,7,49.0,42.29,0.0,40.12,6
EVV,OO,84,15.87,13.07,0.0,6.99,4
EWN,OH,13,118.46,106.31,0.0,0.0,1
EWR,9E,381,26.57,24.28,5.2,10.43,11
EWR,AA,1510,26.05,19.48,2.5,9.91,10
EWR,AS,720,16.77,12.7,3.1,0.63,3
EWR,B6,1238,21.39,17.56,2.7,5.25,8
EWR,DL,1583,21.3,16.05,1.3,5.16,7
EWR,F9,89,38.68,34.39,1.1,22.54,12
EWR,G4,153,17.14,10.51,2.0,1.0,5
EWR,MQ,194,22.35,16.12,3.6,6.21,9
EWR,NK,2464,18.75,10.92,3.5,2.61,6
EWR,OO,1,-4.0,9.0,0.0,-20.14,1
EWR,UA,16152,17.04,11.82,2.6,0.9,4
EWR,YX,5394,5.27,-0.63,2.9,-10.87,2
EYW,9E,39,32.34,33.95,2.6,12.11,7
EYW,AA,439,39.31,36.59,3.2,19.08,8
EYW,B6,44,9.33,4.29,4.5,-10.9,1
EYW,DL,340,15.65,12.78,1.8,-4.58,4
EYW,G4,139,28.67,25.58,4.3,8.44,6
EYW,MQ,518,9.96,8.3,1.9,-10.27,2
EYW,UA,175,18.22,16.53,3.4,-2.01,5
EYW,YX,238,11.05,8.57,2.1,-9.18,3
FAI,AS,618,3.13,0.43,1.1,-4.66,1
FAI,DL,134,27.14,20.36,2.2,19.35,3
FAI,UA,51,14.08,0.0,2.0,6.29,2
FAR,9E,55,3.36,-3.47,0.0,-9.76,2
FAR,DL,171,4.44,-3.26,1.8,-8.68,3
FAR,F9,76,-3.19,-2.11,2.6,-16.31,1
FAR,G4,134,25.08,19.78,0.7,11.96,7
FAR,MQ,406,12.25,6.14,0.7,-0.87,5
FAR,OO,667,16.42,13.4,1.2,3.3,6
FAR,UA,25,4.44,-3.24,0.0,-8.68,3
FAT,AA,505,15.64,10.53,1.6,4.43,6
FAT,AS,102,0.67,-0.51,3.9,-10.54,2
FAT,DL,56,16.23,7.73,0.0,5.02,7
FAT,G4,151,13.42,15.19,0.0,2.21,4
FAT,MQ,6,-4.17,-6.67,0.0,-15.38,1
FAT,OO,1644,8.6,4.89,0.5,-2.61,3
FAT,UA,91,28.7,22.61,2.2,17.49,8
FAT,WN,392,13.82,8.43,0.0,2.61,5
FAY,9E,88,21.72,14.17,0.0,9.61,3
FAY,DL,81,-2.63,-10.9,0.0,-14.74,1
FAY,OH,144,5.56,7.24,2.8,-6.55,2
FAY,OO,53,36.42,31.12,1.9,24.31,4
FCA,AA,105,13.43,10.46,0.0,2.25,3
FCA,DL,201,14.13,10.55,1.5,2.95,4
FCA,G4,56,43.32,41.25,5.4,32.14,6
FCA,MQ,4,38.5,31.75,0.0,27.32,5
FCA,OO,313,5.11,0.34,1.6,-6.07,1
FCA,UA,212,7.51,3.41,1.4,-3.67,2
FLG,OO,499,14.48,12.04,0.4,0.0,1
FLL,9E,6,-3.33,-2.17,0.0,-20.95,1
FLL,AA,1610,23.3,19.39,1.9,5.68,9
FLL,AS,234,20.91,17.98,6.8,3.29,8
FLL,B6,4585,17.42,13.09,1.3,-0.2,5
FLL,DL,2951,16.44,11.16,1.4,-1.18,4
FLL,F9,385,27.86,26.07,4.7,10.24,10
FLL,G4,824,17.5,15.08,1.7,-0.12,6
FLL,NK,6430,18.59,14.13,1.5,0.97,7
FLL,UA,1963,14.59,9.48,2.4,-3.03,2
FLL,WN,3625,15.07,10.1,1.4,-2.55,3
FNT,G4,315,10.59,6.43,1.0,-11.7,1
FNT,OO,194,41.39,40.48,1.5,19.1,2
FOD,OO,143,12.46,10.91,3.5,0.0,1
FSD,9E,92,10.27,9.45,0.0,0.01,5
FSD,AA,158,17.22,9.58,2.5,6.96,9
FSD,DL,164,9.98,5.98,1.8,-0.28,4
FSD,F9,55,12.75,16.09,0.0,2.49,6
FSD,G4,233,14.25,10.16,0.9,3.99,8
FSD,MQ,186,13.68,9.25,1.6,3.42,7
FSD,OO,593,7.83,3.76,1.3,-2.43,3
FSD,UA,155,3.21,3.69,0.0,-7.05,2
FSD,YX,11,-6.91,-11.0,0.0,-17.17,1
FSM,MQ,249,11.95,6.82,4.0,-0.3,1
FSM,OO,48,13.78,7.65,4.2,1.53,2
FWA,9E,57,11.61,1.07,1.8,-5.04,1
FWA,G4,199,19.43,17.62,3.5,2.78,5
FWA,MQ,210,12.98,7.92,0.5,-3.67,3
FWA,OH,42,11.86,2.69,0.0,-4.79,2
FWA,OO,645,17.77,13.2,0.6,1.12,4
GCC,OO,147,7.63,3.62,2.0,0.0,1
GCK,MQ,118,18.93,17.24,2.5,3.31,2
GCK,OO,63,9.27,6.93,4.8,-6.35,1
GEG,AA,355,20.52,13.72,1.4,12.84,7
GEG,AS,570,4.13,2.68,0.9,-3.55,2
GEG,DL,720,9.75,4.79,1.1,2.07,5
GEG,G4,66,17.25,15.81,1.5,9.57,6
GEG,OO,1436,5.76,4.1,0.5,-1.92,3
GEG,UA,201,3.06,-2.57,4.5,-4.62,1
GEG,WN,932,6.66,0.23,0.2,-1.02,4
GFK,9E,13,45.46,47.69,0.0,35.68,3
GFK,G4,28,3.15,1.26,3.6,-6.63,1
GFK,OO,252,8.64,3.68,1.2,-1.14,2
GGG,MQ,47,15.89,12.57,2.1,3.73,2
GGG,OO,116,10.64,6.81,2.6,-1.52,1
GJT,G4,24,9.17,13.61,4.2,-2.93,2
GJT,MQ,121,9.23,8.94,0.8,-2.87,3
GJT,OO,609,13.61,10.78,1.0,1.51,4
GJT,UA,173,9.16,-0.66,1.7,-2.94,1
GNV,9E,32,8.56,0.91,0.0,0.95,2
GNV,DL,384,4.55,-2.61,1.8,-3.06,1
GNV,MQ,141,13.41,9.96,5.0,5.8,4
GNV,OH,173,9.63,7.7,1.2,2.02,3
GPT,9E,10,-1.4,-10.0,0.0,-11.88,1
GPT,DL,297,6.04,1.23,0.7,-4.44,3
GPT,G4,6,17.67,22.33,0.0,7.19,5
GPT,MQ,132,21.6,20.28,5.3,11.12,6
GPT,OH,331,12.3,10.66,1.5,1.82,4
GPT,OO,82,2.94,3.38,2.4,-7.54,2
GRB,9E,14,-7.36,-18.93,0.0,-22.68,1
GRB,DL,81,27.79,23.77,0.0,12.47,6
GRB,F9,24,5.29,8.21,0.0,-10.03,2
GRB,MQ,87,15.96,13.32,2.3,0.64,5
GRB,OO,792,14.9,10.54,2.0,-0.42,4
GRB,YX,43,11.02,8.86,2.3,-4.3,3
GRI,G4,52,40.54,36.42,3.8,19.11,2
GRI,OO,180,16.06,14.87,1.1,-5.37,1
GRK,MQ,330,9.53,6.61,1.8,-3.05,1
GRK,OO,127,20.68,18.2,3.9,8.1,2
GRR,9E,218,8.6,2.36,2.3,-1.95,6
GRR,AA,610,15.94,13.03,1.3,5.39,9
GRR,DL,689,6.31,-1.2,1.3,-4.24,4
GRR,F9,174,34.74,33.34,5.2,24.19,11
GRR,G4,482,5.42,1.38,1.7,-5.13,2
GRR,MQ,187,14.71,13.02,3.2,4.16,8
GRR,OH,162,16.33,18.16,5.6,5.78,10
GRR,OO,509,14.64,11.88,2.0,4.09,7
GRR,UA,328,6.15,4.82,0.9,-4.4,3
GRR,WN,522,8.05,3.75,0.4,-2.5,5
GRR,YX,462,5.11,1.07,1.5,-5.44,1
GSO,9E,367,3.02,-4.8,3.3,-5.64,1
GSO,AA,318,26.74,25.97,2.8,18.08,7
GSO,DL,584,5.74,-2.69,0.7,-2.92,4
GSO,G4,39,28.89,31.86,5.1,20.23,8
GSO,MQ,329,10.4,7.27,0.0,1.74,5
GSO,OH,643,5.35,5.06,0.8,-3.31,3
GSO,OO,245,11.22,11.18,1.2,2.56,6
GSO,YX,386,4.04,1.22,4.1,-4.62,2
GSP,9E,334,9.76,3.55,1.8,0.11,6
GSP,AA,338,27.76,22.32,3.0,18.11,10
GSP,DL,623,3.2,-5.36,1.3,-6.45,1
GSP,G4,72,16.21,14.29,2.8,6.56,9
GSP,MQ,392,11.26,9.01,1.3,1.61,8
GSP,OH,936,9.72,8.33,1.1,0.07,5
GSP,OO,282,5.78,2.89,1.1,-3.87,3
GSP,UA,107,11.0,6.54,0.9,1.35,7
GSP,WN,352,9.18,2.4,0.3,-0.47,4
GSP,YX,495,5.41,2.86,2.8,-4.24,2
GST,AS,25,-2.14,-3.68,12.0,0.0,1
GTF,G4,35,17.44,15.29,2.9,11.48,3
GTF,OO,488,6.0,1.35,0.8,0.04,2
GTF,UA,55,-1.63,-11.7,1.8,-7.59,1
GTR,9E,175,5.87,-1.48,0.6,0.0,1
GUC,AA,35,18.24,22.24,2.9,11.01,2
GUC,OO,155,4.78,0.84,1.3,-2.45,1
GUM,UA,160,2.61,-5.16,0.6,0.0,1
HDN,AA,42,34.74,31.93,0.0,16.54,6
HDN,B6,17,82.81,88.88,5.9,64.61,7
HDN,DL,26,17.19,13.77,0.0,-1.01,4
HDN,MQ,7,17.0,14.57,0.0,-1.2,3
HDN,OO,183,14.77,10.26,1.1,-3.43,2
HDN,UA,125,22.29,20.39,1.6,4.09,5
HDN,WN,156,7.88,1.97,1.9,-10.32,1
HGR,G4,66,38.52,37.33,3.0,0.0,1
HHH,MQ,264,10.45,8.89,2.7,-3.82,1
HHH,YX,184,19.81,14.01,3.8,5.54,2
HIB,OO,138,13.52,8.85,2.2,0.0,1
HLN,OO,380,7.07,4.42,0.5,0.0,1
HNL,AA,446,2.85,-4.51,0.2,-3.44,1
HNL,AS,1022,14.34,8.17,3.2,8.05,6
HNL,DL,790,10.73,2.24,0.6,4.44,4
HNL,HA,7922,5.71,5.1,1.0,-0.58,3
HNL,UA,1214,11.51,1.57,1.5,5.22,5
HNL,WN,3579,3.01,-2.22,0.5,-3.28,2
HOB,OO,105,32.34,26.07,1.9,0.0,1
HOU,DL,436,13.7,9.05,1.6,-0.06,3
HOU,F9,82,36.1,35.17,4.9,22.34,5
HOU,G4,88,47.64,46.1,0.0,33.88,6
HOU,MQ,451,12.73,8.88,5.3,-1.03,1
HOU,OH,29,64.42,49.92,10.3,50.66,7
HOU,OO,92,19.16,18.63,2.2,5.4,4
HOU,WN,12996,13.28,5.36,1.3,-0.48,2
HPN,9E,213,13.51,4.4,2.8,-1.27,4
HPN,B6,1195,11.04,7.32,1.5,-3.74,2
HPN,DL,206,15.87,6.34,1.0,1.09,5
HPN,MQ,304,8.54,4.8,2.3,-6.24,1
HPN,OH,706,20.49,18.53,3.1,5.71,6
HPN,OO,231,25.39,19.7,1.7,10.61,7
HPN,YX,17,13.06,8.0,0.0,-1.72,3
HRL,DL,48,2.1,-7.9,0.0,-7.12,1
HRL,MQ,435,10.43,8.68,0.9,1.21,4
HRL,OO,46,6.09,3.72,0.0,-3.13,2
HRL,WN,588,9.17,6.45,0.2,-0.05,3
HSV,9E,140,2.19,-3.77,0.7,-10.98,2
HSV,AA,3,37.67,34.67,0.0,24.5,7
HSV,DL,508,2.25,-5.9,1.4,-10.92,3
HSV,MQ,458,15.18,11.63,2.0,2.01,4
HSV,OH,655,20.22,17.96,2.1,7.05,6
HSV,OO,419,19.14,15.13,0.2,5.97,5
HSV,YX,64,-2.98,-4.11,3.1,-16.15,1
HTS,G4,120,36.71,37.15,4.2,0.0,1
HYA,B6,29,60.52,63.16,13.8,33.16,2
HYA,YX,37,4.33,8.83,2.7,-23.03,1
HYS,OO,148,15.93,11.38,0.7,0.0,1
IAD,9E,95,4.47,-2.37,0.0,-6.84,3
IAD,AA,181,15.44,10.66,1.1,4.13,8
IAD,AS,510,13.12,8.6,1.4,1.81,6
IAD,DL,767,20.11,10.16,0.8,8.8,10
IAD,F9,28,14.79,14.82,0.0,3.48,7
IAD,G4,70,27.35,17.87,1.4,16.04,12
IAD,MQ,5,-6.2,6.4,0.0,-17.51,1
IAD,OH,371,15.83,9.65,0.5,4.52,9
IAD,OO,679,23.57,18.65,1.5,12.26,11
IAD,UA,7616,10.86,5.44,1.5,-0.45,4
IAD,WN,285,12.85,5.4,0.4,1.54,5
IAD,YX,2006,3.38,-1.42,1.0,-7.93,2
IAG,G4,85,19.98,15.78,2.4,0.0,1
IAH,AA,1696,22.33,18.51,2.9,4.1,10
IAH,AS,218,9.26,5.9,0.9,-8.97,2
IAH,B6,168,31.87,27.1,1.8,13.64,12
IAH,DL,1972,14.49,7.69,1.4,-3.74,4
IAH,F9,813,26.33,25.9,3.0,8.1,11
IAH,MQ,342,14.76,8.17,4.4,-3.47,5
IAH,NK,2466,18.66,12.12,2.0,0.43,7
IAH,OH,6,2.33,1.17,0.0,-15.9,1
IAH,OO,3223,20.22,16.0,2.6,1.99,9
IAH,UA,16999,17.71,12.67,2.0,-0.52,6
IAH,WN,750,13.32,8.83,1.9,-4.91,3
IAH,YX,19,18.74,16.0,0.0,0.51,8
ICT,9E,40,2.65,-1.78,0.0,-8.27,2
ICT,AA,141,34.27,32.73,4.3,23.35,9
ICT,DL,201,5.35,-1.26,0.0,-5.57,3
ICT,G4,81,13.14,7.0,1.2,2.22,6
ICT,MQ,594,10.49,7.2,2.2,-0.43,5
ICT,OH,63,19.06,19.95,1.6,8.14,8
ICT,OO,777,13.83,10.46,1.3,2.91,7
ICT,UA,135,6.63,9.17,0.7,-4.29,4
ICT,WN,449,2.43,-4.18,0.2,-8.49,1
IDA,DL,19,13.37,15.05,0.0,-0.29,2
IDA,G4,130,42.86,42.91,0.8,29.2,3
IDA,OO,685,8.12,2.92,0.9,-5.54,1
ILM,9E,322,8.28,3.03,2.5,-1.01,3
ILM,AA,344,16.01,11.77,2.0,6.72,6
ILM,DL,201,10.59,4.4,0.0,1.3,5
ILM,MQ,260,8.32,5.14,1.2,-0.97,4
ILM,OH,462,8.2,7.26,1.3,-1.09,2
ILM,OO,7,17.57,15.14,0.0,8.28,7
ILM,YX,343,4.8,4.21,1.5,-4.49,1
IMT,OO,181,7.9,5.53,2.2,0.0,1
IND,9E,590,8.12,1.6,3.4,-1.36,2
IND,AA,1559,14.63,11.29,1.0,5.15,10
IND,AS,126,8.45,4.38,3.2,-1.03,3
IND,DL,1110,11.11,5.07,1.4,1.63,7
IND,F9,199,17.01,12.53,0.5,7.53,13
IND,G4,357,15.05,13.34,1.7,5.57,11
IND,MQ,263,10.03,6.0,1.5,0.55,5
IND,NK,538,12.15,5.58,3.3,2.67,9
IND,OH,71,9.44,5.61,1.4,-0.04,4
IND,OO,277,15.54,10.58,1.1,6.06,12
IND,UA,588,10.12,5.48,1.2,0.64,6
IND,WN,2811,11.52,5.06,0.8,2.04,8
IND,YX,3132,2.52,-1.52,1.3,-6.96,1
INL,OO,134,19.37,14.13,1.5,0.0,1
ISP,B6,38,15.5,8.61,0.0,-1.65,2
ISP,F9,347,23.83,16.08,4.6,6.68,3
ISP,WN,723,14.15,5.53,1.1,-3.0,1
ITH,9E,147,13.95,6.56,6.1,-1.19,1
ITH,YX,17,24.76,12.71,0.0,9.62,2
ITO,HA,1221,3.68,3.71,1.1,2.02,2
ITO,WN,481,-3.4,-6.02,0.0,-5.06,1
JAC,AA,256,47.89,45.7,1.2,23.88,5
JAC,AS,14,15.86,26.62,0.0,-8.15,2
JAC,DL,295,24.71,15.49,0.7,0.7,4
JAC,OO,245,8.78,5.03,2.9,-15.23,1
JAC,UA,493,18.81,13.75,2.0,-5.2,3
JAN,9E,73,6.35,1.92,1.4,-4.23,2
JAN,DL,538,6.24,-0.35,0.4,-4.34,1
JAN,MQ,267,18.46,15.55,1.5,7.88,6
JAN,OH,332,12.64,10.22,2.4,2.06,5
JAN,OO,105,11.36,9.5,0.0,0.78,4
JAN,WN,431,10.14,4.63,0.5,-0.44,3
JAX,9E,225,5.01,-1.41,3.1,-6.48,2
JAX,AA,1805,14.27,12.26,1.9,2.78,11
JAX,B6,423,17.93,13.23,1.9,6.44,12
JAX,DL,1421,11.84,6.43,1.1,0.35,8
JAX,F9,246,10.86,9.24,2.4,-0.63,6
JAX,G4,156,13.3,11.5,0.6,1.81,10
JAX,MQ,285,12.05,10.54,1.8,0.56,9
JAX,OH,269,9.78,6.27,0.7,-1.71,5
JAX,OO,40,0.87,1.87,2.5,-10.62,1
JAX,UA,944,11.23,8.14,1.1,-0.26,7
JAX,WN,1151,8.44,2.9,1.0,-3.05,4
JAX,YX,419,5.8,0.37,1.4,-5.69,3
JFK,9E,3958,10.65,5.56,3.8,-4.65,3
JFK,AA,2956,14.13,7.94,1.5,-1.17,4
JFK,AS,815,9.73,5.99,3.7,-5.57,2
JFK,B6,8255,21.41,15.8,2.1,6.11,7
JFK,DL,6534,16.01,8.72,1.2,0.71,5
JFK,F9,200,27.25,23.08,1.0,11.95,9
JFK,HA,88,21.2,22.63,2.3,5.9,6
JFK,OO,712,21.44,15.5,3.2,6.14,8
JFK,YX,3928,6.02,1.51,2.5,-9.28,1
JLN,OO,133,12.23,6.2,2.3,0.0,1
JMS,OO,146,11.68,9.01,2.7,0.0,1
JNU,AS,1126,0.51,-0.16,2.1,-0.06,1
JNU,DL,33,2.64,-5.21,0.0,2.07,2
JST,OO,162,23.8,17.94,0.6,0.0,1
KOA,AA,164,9.72,4.38,0.0,4.59,4
KOA,AS,496,11.59,7.15,2.8,6.46,5
KOA,DL,162,2.18,-5.51,3.1,-2.95,2
KOA,HA,1911,2.8,2.45,0.6,-2.33,3
KOA,UA,343,20.11,11.3,1.7,14.98,6
KOA,WN,837,0.3,-4.43,0.5,-4.83,1
KTN,AS,546,3.36,0.74,3.1,-0.65,1
KTN,OO,28,17.15,23.42,7.1,13.14,2
LAN,9E,38,1.14,-4.86,2.6,-16.47,1
LAN,OH,79,9.34,12.06,0.0,-8.27,2
LAN,OO,210,23.62,21.6,0.0,6.01,3
LAR,OO,169,0.85,-0.43,3.6,0.0,1
LAS,AA,3409,21.14,14.9,1.0,7.57,10
LAS,AS,1360,10.9,9.73,1.9,-2.67,5
LAS,B6,664,22.79,14.87,0.9,9.22,12
LAS,DL,3859,9.01,2.36,0.8,-4.56,1
LAS,F9,3191,15.04,11.94,1.2,1.47,8
LAS,G4,1780,9.53,5.37,0.8,-4.04,2
LAS,HA,343,21.92,20.75,0.0,8.35,11
LAS,MQ,4,10.5,9.0,0.0,-3.07,4
LAS,NK,6374,11.6,5.98,1.5,-1.97,6
LAS,OO,571,17.03,19.5,2.3,3.46,9
LAS,UA,3432,9.83,4.51,2.0,-3.74,3
LAS,WN,21407,14.14,6.36,0.5,0.57,7
LAW,MQ,32,3.53,-3.66,0.0,-11.25,1
LAW,OO,221,16.48,14.54,4.1,1.7,2
LAX,AA,7260,17.8,11.92,0.6,7.09,11
LAX,AS,2241,4.58,1.6,2.2,-6.13,2
LAX,B6,1983,11.5,5.99,0.5,0.79,8
LAX,DL,8709,10.21,4.67,0.8,-0.5,6
LAX,F9,567,28.34,28.25,0.7,17.63,12
LAX,G4,229,8.57,3.96,0.4,-2.14,4
LAX,HA,555,12.72,10.75,0.9,2.01,10
LAX,MQ,9,-4.11,-9.11,0.0,-14.82,1
LAX,NK,2752,11.11,4.86,1.2,0.4,7
LAX,OO,9354,6.07,4.09,0.3,-4.64,3
LAX,UA,6576,9.35,2.52,1.9,-1.36,5
LAX,WN,6369,11.62,4.91,0.6,0.91,9
LBB,AA,103,31.5,30.63,2.9,19.8,4
LBB,MQ,494,13.96,12.03,2.6,2.26,3
LBB,OO,279,13.89,12.15,2.9,2.19,2
LBB,WN,679,6.24,-0.73,1.3,-5.46,1
LBE,NK,127,7.9,0.17,2.4,0.0,1
LBF,OO,149,6.19,8.69,4.0,0.0,1
LBL,OO,123,9.06,6.13,4.9,0.0,1
LCH,MQ,18,42.0,47.0,11.1,14.7,2
LCH,OO,259,26.36,23.33,3.5,-0.94,1
LCK,G4,207,20.92,19.12,3.4,0.0,1
LEX,9E,53,10.28,3.4,0.0,-1.93,3
LEX,AA,250,20.26,20.2,2.8,8.05,7
LEX,DL,421,2.29,-8.34,1.0,-9.92,2
LEX,G4,191,31.95,32.82,4.7,19.74,8
LEX,MQ,234,13.48,9.32,0.4,1.27,5
LEX,OH,396,15.91,11.62,0.8,3.7,6
LEX,OO,469,10.78,6.84,1.5,-1.43,4
LEX,YX,168,-2.16,-3.96,0.6,-14.37,1
LFT,9E,193,10.23,5.58,1.0,-7.93,1
LFT,MQ,116,10.74,4.95,0.9,-7.42,2
LFT,OH,273,27.85,24.79,5.5,9.69,4
LFT,OO,240,17.59,12.2,0.4,-0.57,3
LGA,9E,7041,9.69,1.86,4.0,-3.07,2
LGA,AA,3775,17.9,12.44,2.6,5.14,7
LGA,B6,2133,20.76,14.09,1.9,8.0,8
LGA,DL,6132,17.11,9.47,1.6,4.35,6
LGA,F9,597,28.7,23.6,3.5,15.94,10
LGA,NK,1733,15.58,7.77,3.3,2.82,4
LGA,OO,946,25.53,20.44,2.7,12.77,9
LGA,UA,1853,12.88,8.51,2.8,0.12,3
LGA,WN,2633,16.96,6.39,1.4,4.2,5
LGA,YX,9506,4.35,-1.09,2.6,-8.41,1
LGB,DL,101,11.37,4.4,1.0,3.62,4
LGB,HA,156,5.42,1.35,0.6,-2.33,2
LGB,OO,147,3.78,0.17,0.0,-3.97,1
LGB,WN,3986,7.9,1.08,0.7,0.15,3
LIH,AA,155,20.72,14.47,0.0,16.24,6
LIH,AS,244,11.27,5.84,0.4,6.79,5
LIH,DL,160,8.28,-0.93,1.3,3.8,3
LIH,HA,2103,3.64,2.5,1.0,-0.84,2
LIH,UA,262,8.91,1.95,0.8,4.43,4
LIH,WN,825,-0.59,-6.7,0.5,-5.07,1
LIT,9E,88,10.87,7.78,2.3,-1.97,5
LIT,AA,178,20.23,20.71,2.2,7.39,9
LIT,DL,501,4.79,-2.21,0.8,-8.05,1
LIT,F9,32,5.1,4.68,3.1,-7.74,2
LIT,G4,36,26.74,23.57,2.8,13.9,10
LIT,MQ,894,16.1,14.98,0.7,3.26,7
LIT,OH,185,15.57,12.23,1.1,2.73,6
LIT,OO,495,18.64,15.34,1.6,5.8,8
LIT,WN,649,8.54,1.64,0.2,-4.3,4
LIT,YX,112,5.66,2.85,1.8,-7.18,3
LNK,OO,448,18.69,13.95,0.4,0.24,2
LNK,YX,7,3.14,-1.57,0.0,-15.31,1
LRD,G4,32,9.09,6.38,0.0,-6.04,1
LRD,MQ,432,15.31,13.45,1.6,0.18,2
LRD,OO,19,21.32,21.89,0.0,6.19,3
LSE,MQ,81,7.03,1.54,1.2,0.0,1
LWS,OO,301,9.19,5.36,1.0,0.0,1
MAF,MQ,645,10.33,7.96,2.2,1.23,4
MAF,OO,797,8.61,4.48,1.1,-0.49,2
MAF,UA,15,5.4,4.13,0.0,-3.7,1
MAF,WN,903,8.72,3.01,0.7,-0.38,3
MBS,9E,19,0.26,2.05,0.0,-15.35,1
MBS,OO,536,16.16,12.17,0.9,0.55,2
MCI,9E,282,15.74,10.44,4.3,5.97,11
MCI,AA,1431,15.43,13.96,1.3,5.66,10
MCI,AS,191,0.48,-1.28,0.5,-9.29,1
MCI,B6,44,28.57,27.25,0.0,18.8,14
MCI,DL,1712,4.45,-1.42,0.9,-5.32,2
MCI,F9,95,10.3,13.13,1.1,0.53,8
MCI,G4,47,9.0,7.36,0.0,-0.77,6
MCI,MQ,320,4.79,1.37,1.3,-4.98,3
MCI,NK,433,16.07,8.57,1.8,6.3,12
MCI,OH,103,25.39,23.35,1.0,15.62,13
MCI,OO,264,11.62,11.7,1.5,1.85,9
MCI,UA,910,5.81,3.42,0.7,-3.96,4
MCI,WN,6047,10.12,4.22,1.0,0.35,7
MCI,YX,410,6.26,3.71,2.9,-3.51,5
MCO,AA,4453,18.8,14.96,2.4,2.52,7
MCO,AS,651,16.72,14.52,3.5,0.44,6
MCO,B6,4148,20.97,15.39,1.7,4.69,9
MCO,DL,5149,16.55,12.05,1.5,0.27,5
MCO,F9,4329,13.97,10.15,2.3,-2.31,1
MCO,G4,51,19.88,17.06,2.0,3.6,8
MCO,NK,5536,14.31,9.13,1.7,-1.97,2
MCO,UA,3381,15.09,10.01,3.0,-1.19,3
MCO,WN,11203,15.61,10.1,1.3,-0.67,4
MCW,OO,145,19.04,14.67,2.8,0.0,1
MDT,9E,66,3.44,-6.09,3.0,-10.17,2
MDT,AA,249,21.82,18.8,1.6,8.21,8
MDT,DL,212,6.1,-3.13,1.4,-7.51,3
MDT,F9,17,39.24,30.82,0.0,25.63,9
MDT,G4,180,16.21,12.4,0.6,2.6,7
MDT,OH,183,12.03,8.82,1.6,-1.58,5
MDT,OO,253,15.45,10.05,0.8,1.84,6
MDT,UA,99,10.73,7.53,0.0,-2.88,4
MDT,YX,53,2.42,-6.0,1.9,-11.19,1
MDW,DL,386,9.48,1.45,1.0,-3.31,1
MDW,F9,850,20.15,15.37,2.0,7.36,5
MDW,G4,110,14.19,12.56,1.8,1.4,3
MDW,OO,484,17.6,13.96,0.4,4.81,4
MDW,WN,17937,12.38,5.91,1.2,-0.41,2
MEI,OO,136,21.88,20.52,4.4,0.0,1
MEM,9E,252,4.75,-0.85,4.0,-5.39,2
MEM,AA,1082,15.54,12.4,1.6,5.4,10
MEM,DL,1078,6.71,-1.02,1.5,-3.43,4
MEM,F9,33,3.45,0.45,0.0,-6.69,1
MEM,G4,126,16.53,11.92,0.8,6.39,11
MEM,MQ,392,6.87,2.14,1.8,-3.27,5
MEM,NK,202,13.42,5.12,1.5,3.28,8
MEM,OH,177,14.03,9.69,0.6,3.89,9
MEM,OO,176,18.41,14.05,3.4,8.27,12
MEM,UA,376,8.52,3.44,0.8,-1.62,6
MEM,WN,899,10.4,3.66,0.9,0.26,7
MEM,YX,706,6.54,0.67,1.6,-3.6,3
MFE,AA,482,20.43,18.21,2.3,6.18,5
MFE,G4,106,14.15,8.41,1.9,-0.1,3
MFE,MQ,202,8.76,8.28,2.0,-5.49,2
MFE,OO,256,15.55,14.57,0.8,1.3,4
MFE,UA,134,-2.64,-7.2,5.2,-16.89,1
MFR,G4,88,14.36,11.23,1.1,0.42,2
MFR,OO,686,10.81,6.13,1.0,-3.13,1
MFR,UA,291,21.21,15.47,1.4,7.27,3
MGM,9E,234,9.4,3.33,1.3,-5.88,2
MGM,MQ,134,8.84,5.01,1.5,-6.44,1
MGM,OH,146,22.77,23.64,4.1,7.49,4
MGM,OO,165,22.34,17.18,0.6,7.06,3
MGW,OO,9,78.44,77.33,0.0,0.0,1
